"","State","clv","Response","Coverage","Education","EmploymentStatus","Gender","Income","Location_Code","Marital_Status","Monthly_Premium_Auto","Months_Since_Last_Claim","Months_Since_Policy_Inception","Number_of_Open_Complaints","Number_of_Policies","Policy_Type","Policy","Renew_Offer_Type","Sales_Channel","Total_Claim_Amount","Vehicle_Class","Vehicle_Size","pred"
"7514","Oregon",2530.705137,"Yes","Basic","Bachelor","Employed","F",89451,"Rural","Single",63,11,2,0,1,"Personal Auto","Personal L2","Offer2","Web",61.769564,"Four-Door Car","Medsize",4723.93252483192
"7515","Arizona",8291.659086,"No","Basic","High School or Below","Employed","F",85132,"Urban","Married",106,0,60,5,3,"Personal Auto","Personal L2","Offer1","Web",501.134524,"SUV","Medsize",7752.23113242312
"7517","Oregon",2337.35182,"No","Basic","High School or Below","Medical Leave","F",28806,"Suburban","Married",61,13,90,0,1,"Personal Auto","Personal L1","Offer2","Call Center",292.8,"Four-Door Car","Small",3946.0642192403
"7518","Washington",9002.409572,"No","Premium","High School or Below","Employed","M",76184,"Suburban","Married",111,23,19,0,3,"Corporate Auto","Corporate L3","Offer2","Agent",532.8,"Two-Door Car","Small",8156.96818523502
"7521","California",6005.847375,"Yes","Extended","College","Retired","M",13528,"Suburban","Single",86,21,35,0,3,"Personal Auto","Personal L3","Offer1","Agent",412.8,"Four-Door Car","Medsize",6237.61183081984
"7522","California",5555.830205,"Yes","Basic","Bachelor","Employed","M",74015,"Suburban","Single",72,12,61,0,6,"Personal Auto","Personal L3","Offer2","Call Center",471.443077,"Four-Door Car","Small",6183.46985204306
"7523","Nevada",5470.060561,"Yes","Extended","Bachelor","Employed","F",54507,"Suburban","Married",138,20,11,0,1,"Personal Auto","Personal L2","Offer2","Agent",702.990032,"SUV","Medsize",8804.81698581147
"7524","Oregon",15610.90065,"No","Premium","Master","Unemployed","F",0,"Urban","Married",119,3,52,5,2,"Personal Auto","Personal L3","Offer2","Branch",439.352186,"Four-Door Car","Medsize",6714.990264358
"7526","Oregon",4681.52815,"No","Basic","Bachelor","Disabled","F",14606,"Suburban","Married",72,2,94,5,4,"Personal Auto","Personal L2","Offer3","Call Center",439.772868,"Four-Door Car","Medsize",4826.28612779277
"7527","Arizona",4890.1093,"No","Basic","Master","Unemployed","M",0,"Suburban","Divorced",68,21,59,0,7,"Personal Auto","Personal L1","Offer1","Branch",689.282166,"Four-Door Car","Small",6545.07552498065
"7528","Arizona",7457.344801,"No","Basic","College","Employed","F",43406,"Suburban","Married",187,6,49,0,1,"Personal Auto","Personal L2","Offer3","Agent",897.6,"Luxury SUV","Medsize",10607.8087214831
"7531","Washington",9470.624437,"No","Extended","College","Employed","F",22514,"Urban","Married",80,22,96,0,2,"Personal Auto","Personal L3","Offer2","Call Center",203.469143,"Four-Door Car","Medsize",5335.37030641653
"7532","Arizona",3548.148767,"No","Extended","Doctor","Employed","F",76114,"Suburban","Married",88,6,97,0,1,"Personal Auto","Personal L3","Offer2","Agent",422.4,"Four-Door Car","Medsize",5644.06912076657
"7533","Oregon",2451.535793,"No","Basic","Bachelor","Employed","M",48791,"Rural","Married",62,27,0,3,1,"Personal Auto","Personal L2","Offer3","Call Center",69.794432,"Two-Door Car","Medsize",4844.74033310555
"7534","California",8652.652451,"No","Premium","Bachelor","Employed","M",65605,"Urban","Married",111,2,72,2,7,"Corporate Auto","Corporate L2","Offer3","Branch",377.781658,"Two-Door Car","Medsize",8934.06058173935
"7537","Oregon",6731.050335,"No","Basic","High School or Below","Unemployed","F",0,"Suburban","Single",62,0,5,0,2,"Corporate Auto","Corporate L3","Offer4","Agent",446.4,"Four-Door Car","Medsize",3952.07797203134
"7538","Oregon",7779.588181,"No","Basic","Bachelor","Employed","F",90969,"Urban","Single",65,7,22,0,2,"Personal Auto","Personal L2","Offer1","Agent",190.751345,"Four-Door Car","Medsize",5607.86377129469
"7539","Nevada",2805.286098,"No","Extended","College","Employed","M",50180,"Urban","Single",77,30,93,3,1,"Personal Auto","Personal L3","Offer2","Web",360.499075,"Four-Door Car","Medsize",4463.33159651236
"7540","Washington",5251.968272,"No","Basic","Master","Employed","M",41991,"Rural","Single",67,14,75,0,3,"Personal Auto","Personal L2","Offer1","Call Center",88.382536,"Four-Door Car","Large",5542.22416467798
"7541","Arizona",8044.872393,"Yes","Basic","Bachelor","Employed","M",71391,"Urban","Married",67,29,39,0,2,"Personal Auto","Personal L3","Offer2","Agent",284.000172,"Four-Door Car","Medsize",5173.06863943031
"7542","California",4250.282624,"Yes","Basic","High School or Below","Unemployed","F",0,"Suburban","Single",61,17,1,1,7,"Personal Auto","Personal L3","Offer1","Agent",292.8,"Four-Door Car","Small",6135.44865165815
"7544","Oregon",2725.356404,"Yes","Basic","Master","Employed","F",36650,"Rural","Married",69,2,70,1,1,"Personal Auto","Personal L2","Offer2","Web",56.60333,"Four-Door Car","Large",4600.08049082102
"7546","Oregon",4808.957973,"No","Basic","Bachelor","Medical Leave","F",23554,"Rural","Married",61,12,17,0,6,"Personal Auto","Personal L2","Offer1","Agent",142.459804,"Two-Door Car","Medsize",6464.87554289626
"7548","Oregon",9215.541928,"No","Basic","College","Employed","F",71888,"Suburban","Married",115,14,33,0,4,"Personal Auto","Personal L3","Offer1","Agent",552,"SUV","Small",9108.35631189268
"7551","Arizona",13466.92071,"Yes","Basic","High School or Below","Disabled","F",11432,"Suburban","Married",119,11,9,0,2,"Corporate Auto","Corporate L3","Offer2","Agent",571.2,"SUV","Small",7750.67911841188
"7552","Oregon",13306.18451,"No","Premium","College","Employed","F",39017,"Urban","Married",170,10,4,2,3,"Personal Auto","Personal L3","Offer1","Call Center",592.85751,"SUV","Medsize",11485.2901908957
"7554","Arizona",4822.436037,"No","Basic","Bachelor","Employed","M",73769,"Rural","Divorced",61,24,84,0,6,"Corporate Auto","Corporate L1","Offer1","Branch",121.654567,"Four-Door Car","Medsize",6387.7381276296
"7558","Arizona",2515.411468,"No","Basic","College","Employed","M",39718,"Suburban","Married",65,1,55,2,1,"Personal Auto","Personal L3","Offer1","Web",366.531664,"Four-Door Car","Medsize",4976.54292091642
"7559","Oregon",7247.495684,"No","Extended","College","Unemployed","F",0,"Suburban","Married",96,31,64,1,3,"Personal Auto","Personal L2","Offer1","Agent",460.8,"Four-Door Car","Large",6633.53112577567
"7560","Oregon",4878.950256,"No","Basic","High School or Below","Employed","F",43358,"Suburban","Married",61,2,83,0,6,"Corporate Auto","Corporate L3","Offer4","Branch",400.294938,"Two-Door Car","Small",5547.99283270882
"7561","California",2971.919417,"No","Extended","Bachelor","Employed","F",83873,"Urban","Single",76,5,36,1,1,"Personal Auto","Personal L2","Offer3","Branch",218.374041,"Two-Door Car","Medsize",5485.29847156738
"7562","California",11302.60169,"No","Extended","Doctor","Employed","F",22361,"Suburban","Married",95,15,42,0,2,"Personal Auto","Personal L3","Offer4","Agent",530.667993,"Four-Door Car","Small",5925.7191557655
"7563","California",7996.597066,"No","Extended","Bachelor","Employed","F",70061,"Suburban","Married",99,2,57,0,3,"Corporate Auto","Corporate L2","Offer3","Agent",699.517349,"Four-Door Car","Small",7071.12817952017
"7564","California",7411.813055,"No","Basic","High School or Below","Unemployed","M",0,"Suburban","Single",73,6,19,0,2,"Personal Auto","Personal L3","Offer1","Agent",525.6,"Four-Door Car","Large",5371.94367057771
"7565","Arizona",3179.474225,"No","Extended","Bachelor","Employed","F",65742,"Urban","Married",79,6,0,0,1,"Personal Auto","Personal L3","Offer2","Call Center",277.360797,"Four-Door Car","Medsize",5622.0724648655
"7567","California",3774.861293,"No","Extended","College","Employed","M",66457,"Suburban","Married",95,2,76,0,1,"Personal Auto","Personal L3","Offer2","Branch",456,"Four-Door Car","Medsize",6032.40969371409
"7568","Arizona",8224.770259,"No","Basic","Bachelor","Employed","F",82634,"Urban","Single",104,8,74,0,3,"Personal Auto","Personal L3","Offer3","Agent",324.097433,"SUV","Medsize",7545.84777266162
"7569","Oregon",2563.582441,"No","Basic","High School or Below","Unemployed","F",0,"Suburban","Married",69,11,60,0,1,"Corporate Auto","Corporate L1","Offer1","Agent",331.2,"Four-Door Car","Small",4950.08987840938
"7570","Oregon",2393.915369,"Yes","Basic","College","Unemployed","M",0,"Suburban","Single",70,24,10,0,1,"Personal Auto","Personal L3","Offer1","Branch",425.266308,"Four-Door Car","Medsize",4998.62929843765
"7571","Nevada",2453.570794,"Yes","Basic","Bachelor","Medical Leave","M",29735,"Suburban","Single",69,3,92,0,1,"Personal Auto","Personal L2","Offer1","Agent",331.2,"Four-Door Car","Medsize",4693.00316611833
"7572","California",5143.878519,"No","Basic","College","Employed","M",61417,"Urban","Married",65,6,35,0,7,"Personal Auto","Personal L3","Offer4","Call Center",206.01822,"Two-Door Car","Medsize",6299.09290059061
"7573","Oregon",7378.510732,"No","Basic","High School or Below","Unemployed","F",0,"Suburban","Single",105,3,12,0,4,"Personal Auto","Personal L3","Offer1","Branch",756,"SUV","Small",7953.25087544147
"7574","California",2574.198807,"No","Basic","High School or Below","Employed","M",43846,"Rural","Married",65,16,33,1,1,"Personal Auto","Personal L3","Offer3","Call Center",125.52458,"Four-Door Car","Large",4811.85534427231
"7576","Nevada",2430.484375,"No","Basic","College","Employed","F",33775,"Suburban","Married",61,24,95,0,1,"Personal Auto","Personal L2","Offer1","Agent",292.8,"Two-Door Car","Medsize",5056.2477907673
"7577","Oregon",6160.999344,"No","Extended","College","Employed","M",96988,"Suburban","Single",77,1,60,0,3,"Personal Auto","Personal L2","Offer1","Agent",369.6,"Two-Door Car","Medsize",6535.93549800066
"7578","Arizona",7912.132168,"No","Premium","Bachelor","Unemployed","M",0,"Suburban","Single",114,26,34,0,7,"Personal Auto","Personal L3","Offer1","Branch",820.8,"Two-Door Car","Large",9127.61156120167
"7579","Oregon",5534.821886,"No","Basic","Doctor","Employed","F",81945,"Rural","Single",68,19,45,0,9,"Personal Auto","Personal L1","Offer1","Call Center",47.451832,"Four-Door Car","Small",7519.66414069311
"7581","Nevada",6991.248087,"No","Basic","Bachelor","Medical Leave","F",19019,"Suburban","Married",186,7,46,0,1,"Personal Auto","Personal L3","Offer4","Branch",1003.050834,"Luxury SUV","Medsize",9640.59903417082
"7582","Oregon",2885.328202,"No","Basic","Bachelor","Employed","F",62579,"Urban","Married",72,33,53,0,1,"Personal Auto","Personal L2","Offer4","Agent",326.242099,"Four-Door Car","Medsize",4674.69872975362
"7584","Arizona",2848.564466,"No","Extended","Bachelor","Unemployed","F",0,"Suburban","Single",81,26,58,0,1,"Personal Auto","Personal L3","Offer1","Branch",583.2,"Four-Door Car","Medsize",5298.22354318558
"7585","Arizona",8123.023295,"No","Extended","Bachelor","Unemployed","F",0,"Suburban","Single",78,15,47,0,2,"Special Auto","Special L1","Offer3","Web",561.6,"Four-Door Car","Small",5081.25440527799
"7586","Washington",9661.103686,"No","Extended","High School or Below","Unemployed","M",0,"Suburban","Married",135,1,98,0,9,"Corporate Auto","Corporate L1","Offer1","Agent",648,"SUV","Medsize",10566.9030459677
"7588","California",4561.27302,"No","Premium","College","Medical Leave","M",29327,"Suburban","Married",118,26,21,0,1,"Special Auto","Special L2","Offer1","Agent",627.898468,"Four-Door Car","Small",7839.95433743984
"7589","Oregon",11546.17372,"No","Extended","Master","Employed","M",81081,"Rural","Married",96,32,34,1,2,"Corporate Auto","Corporate L2","Offer4","Call Center",206.211089,"Four-Door Car","Medsize",6120.86243533834
"7594","California",7540.584824,"No","Basic","Bachelor","Employed","M",29697,"Rural","Married",64,6,43,0,2,"Personal Auto","Personal L2","Offer3","Agent",147.128736,"Four-Door Car","Medsize",5054.24535525776
"7596","Arizona",7255.137772,"No","Basic","College","Employed","F",67352,"Urban","Married",181,7,80,1,1,"Personal Auto","Personal L3","Offer3","Branch",560.947563,"Luxury Car","Small",10159.2430803679
"7597","Oregon",4334.064096,"Yes","Extended","Bachelor","Retired","F",23904,"Suburban","Single",123,1,67,3,1,"Personal Auto","Personal L3","Offer1","Agent",590.4,"SUV","Medsize",7473.10389891121
"7599","California",5904.847853,"No","Basic","Bachelor","Employed","F",89953,"Urban","Single",74,3,42,0,3,"Corporate Auto","Corporate L3","Offer2","Web",274.165887,"Four-Door Car","Medsize",5607.86713680776
"7600","California",4794.481412,"No","Basic","High School or Below","Retired","M",20862,"Suburban","Divorced",68,1,69,0,9,"Personal Auto","Personal L3","Offer1","Agent",326.4,"Four-Door Car","Small",7126.59831538959
"7606","California",8273.111579,"No","Premium","College","Unemployed","F",0,"Urban","Divorced",116,6,78,0,3,"Personal Auto","Personal L2","Offer1","Web",509.513764,"Four-Door Car","Large",7916.94805876479
"7608","Nevada",4349.30875,"Yes","Basic","College","Employed","F",75648,"Rural","Married",108,28,10,0,1,"Corporate Auto","Corporate L3","Offer2","Branch",112.660916,"SUV","Large",7477.04486411235
"7609","Oregon",4744.967459,"No","Basic","Doctor","Employed","M",20698,"Urban","Single",68,21,72,5,5,"Personal Auto","Personal L3","Offer4","Branch",248.422693,"Two-Door Car","Medsize",4753.04140563419
"7610","Oregon",17208.05642,"No","Basic","High School or Below","Employed","F",29734,"Suburban","Divorced",63,12,86,0,2,"Corporate Auto","Corporate L2","Offer4","Web",649.83837,"Two-Door Car","Medsize",4483.78828498666
"7611","Nevada",8673.587,"No","Basic","Bachelor","Employed","M",43963,"Suburban","Married",110,25,59,0,7,"Corporate Auto","Corporate L3","Offer3","Agent",528,"SUV","Medsize",9065.15626840527
"7612","California",2497.910013,"No","Basic","High School or Below","Employed","M",29465,"Suburban","Married",63,6,9,0,1,"Personal Auto","Personal L2","Offer2","Call Center",302.4,"Four-Door Car","Medsize",4685.04753495694
"7615","California",10828.37347,"No","Extended","College","Medical Leave","M",11033,"Suburban","Married",97,27,18,0,2,"Special Auto","Special L1","Offer1","Branch",511.120131,"Two-Door Car","Large",7017.47774306787
"7617","California",5505.687336,"No","Basic","Master","Employed","F",95766,"Rural","Married",68,17,62,0,5,"Personal Auto","Personal L3","Offer2","Call Center",162.557048,"Four-Door Car","Medsize",6029.02088235122
"7618","California",6715.342541,"No","Basic","College","Unemployed","M",0,"Suburban","Single",65,22,39,0,2,"Corporate Auto","Corporate L1","Offer4","Agent",655.073317,"Four-Door Car","Medsize",3938.32454167909
"7619","Oregon",2836.677371,"No","Basic","Bachelor","Employed","F",61029,"Rural","Single",72,26,98,0,1,"Personal Auto","Personal L2","Offer2","Call Center",114.429816,"Two-Door Car","Medsize",4838.55118560499
"7620","Oregon",3561.595726,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Single",105,3,30,0,1,"Personal Auto","Personal L3","Offer4","Web",504,"SUV","Medsize",6087.23867763907
"7623","California",5099.513147,"No","Basic","Bachelor","Unemployed","F",0,"Suburban","Married",70,28,77,1,3,"Personal Auto","Personal L1","Offer1","Branch",336,"Two-Door Car","Small",5587.34081140313
"7625","California",3644.833554,"Yes","Extended","High School or Below","Employed","F",82477,"Suburban","Married",90,1,69,0,1,"Personal Auto","Personal L3","Offer2","Agent",432,"Two-Door Car","Large",6130.29533638333
"7626","Oregon",2927.516316,"No","Basic","College","Employed","F",20852,"Suburban","Married",73,8,6,0,1,"Personal Auto","Personal L3","Offer3","Branch",383.789732,"Two-Door Car","Small",5579.45874197042
"7627","Washington",9227.945752,"No","Extended","High School or Below","Unemployed","F",0,"Urban","Married",82,22,62,0,2,"Personal Auto","Personal L3","Offer1","Call Center",296.637382,"Two-Door Car","Medsize",6066.21694740524
"7628","Oregon",3148.42409,"No","Extended","Doctor","Unemployed","F",0,"Suburban","Married",83,16,75,0,1,"Personal Auto","Personal L3","Offer1","Call Center",544.217453,"Two-Door Car","Medsize",5781.09355619884
"7629","Arizona",3063.114594,"No","Extended","College","Unemployed","F",0,"Suburban","Single",95,14,57,2,1,"Personal Auto","Personal L2","Offer1","Agent",456,"Two-Door Car","Medsize",5967.42465015784
"7630","Arizona",3417.953745,"No","Extended","High School or Below","Employed","F",72460,"Urban","Married",85,9,76,0,1,"Personal Auto","Personal L2","Offer2","Call Center",370.018108,"Four-Door Car","Medsize",5584.22770649157
"7632","California",7519.133631,"Yes","Extended","High School or Below","Employed","M",96306,"Rural","Divorced",95,12,17,1,6,"Corporate Auto","Corporate L1","Offer1","Agent",185.355353,"Four-Door Car","Medsize",8267.42667300383
"7636","Arizona",8005.964669,"No","Basic","College","Employed","M",63357,"Suburban","Married",101,26,42,0,5,"Personal Auto","Personal L2","Offer2","Agent",565.508572,"SUV","Medsize",8044.65059849877
"7637","Arizona",2996.139865,"No","Extended","High School or Below","Unemployed","M",0,"Suburban","Single",82,9,21,0,1,"Corporate Auto","Corporate L3","Offer2","Call Center",590.4,"Four-Door Car","Large",4912.22734446369
"7638","Arizona",4175.945269,"No","Basic","Bachelor","Employed","M",23060,"Suburban","Married",109,13,25,3,1,"Corporate Auto","Corporate L3","Offer4","Agent",731.350857,"SUV","Medsize",6535.49443224045
"7639","Arizona",8491.858636,"No","Basic","Master","Employed","M",27781,"Suburban","Married",71,33,7,0,2,"Corporate Auto","Corporate L2","Offer3","Agent",340.8,"Four-Door Car","Medsize",5541.24265955282
